pybullet build time: Nov 28 2023 23:45:17
[train] phase=4 algo=ppo n_envs=8 steps=2,000,000 frame_stack=3 -> runs/phase4_descend_jitter2.5x
pybullet build time: Nov 28 2023 23:45:17
pybullet build time: Nov 28 2023 23:45:17
pybullet build time: Nov 28 2023 23:45:17
pybullet build time: Nov 28 2023 23:45:17
pybullet build time: Nov 28 2023 23:45:17
pybullet build time: Nov 28 2023 23:45:17
pybullet build time: Nov 28 2023 23:45:17
pybullet build time: Nov 28 2023 23:45:17
[train] warm-starting from runs/phase3_ppo_best/model.zip
[train] airspace-height anneal 0.0 -> 1.0 over 50% of training (Task 1b descend-only)
Logging to runs/phase4_descend_jitter2.5x/tb/PPO_2
--------------------------------------
| manipularl/             |          |
|    approx_kl            | 0.18258521 |
|    clip_fraction        | 0.458      |
|    clip_range           | 0.2        |
|    entropy_loss         | -18        |
|    explained_variance   | 0.495      |
|    learning_rate        | 0.0003     |
|    loss                 | 1.03       |
|    n_updates            | 14770      |
|    policy_gradient_loss | -0.0744    |
|    std                  | 4.51       |
|    value_loss           | 4.86       |
----------------------------------------
----------------------------------------
| manipularl/             |            |
|    airspace_height_frac | 0.594      |
|    collision_rate       | 0.7        |
|    grasp_failure_rate   | 0.822      |
|    insert_depth_mean    | 0          |
|    insert_tilt_deg_mean | 10.2       |
|    success_rate         | 0          |
| rollout/                |            |
|    ep_len_mean          | 63.6       |
|    ep_rew_mean          | -12.1      |
| time/                   |            |
|    fps                  | 490        |
|    iterations           | 145        |
|    time_elapsed         | 1210       |
|    total_timesteps      | 593920     |
| train/                  |            |
|    approx_kl            | 0.19931465 |
|    clip_fraction        | 0.507      |
|    clip_range           | 0.2        |
|    entropy_loss         | -18        |
|    explained_variance   | 0.617      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.664      |
|    n_updates            | 14780      |
|    policy_gradient_loss | -0.0747    |
|    std                  | 4.52       |
|    value_loss           | 4.14       |
----------------------------------------
-----------------------------------------
| manipularl/             |             |
|    airspace_height_frac | 0.598       |
|    collision_rate       | 0.73        |
|    grasp_failure_rate   | 0.822       |
|    insert_depth_mean    | 0           |
|    insert_tilt_deg_mean | 10.6        |
|    success_rate         | 0           |
| rollout/                |             |
|    ep_len_mean          | 57.8        |
|    ep_rew_mean          | -9.91       |
| time/                   |             |
|    fps                  | 491         |
|    iterations           | 146         |
|    time_elapsed         | 1217        |
|    total_timesteps      | 598016      |
| train/                  |             |
|    approx_kl            | 0.123256385 |
|    clip_fraction        | 0.409       |
|    clip_range           | 0.2         |
|    entropy_loss         | -18         |
|    explained_variance   | 0.548       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.83        |
|    n_updates            | 14790       |
|    policy_gradient_loss | -0.0716     |
|    std                  | 4.52        |
|    value_loss           | 7.55        |
-----------------------------------------
Eval num_timesteps=600000, episode_reward=-7.91 +/- 6.74
Episode length: 63.10 +/- 64.53
----------------------------------------
| eval/                   |            |
|    mean_ep_length       | 63.1       |
|    mean_reward          | -7.91      |
| manipularl/             |            |
|    airspace_height_frac | 0.6        |
|    collision_rate       | 0.79       |
|    grasp_failure_rate   | 0.834      |
|    insert_depth_mean    | 0          |
|    insert_tilt_deg_mean | 11.5       |
|    success_rate         | 0          |
| time/                   |            |
|    total_timesteps      | 600000     |
| train/                  |            |
|    approx_kl            | 0.22347426 |
|    clip_fraction        | 0.473      |
|    clip_range           | 0.2        |
|    entropy_loss         | -18        |
|    explained_variance   | 0.208      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.886      |
|    n_updates            | 14800      |
|    policy_gradient_loss | -0.0755    |
|    std                  | 4.53       |
|    value_loss           | 4.23       |
----------------------------------------
New best mean reward!
--------------------------------------
| manipularl/             |          |
|    airspace_height_frac | 0.602    |
|    collision_rate       | 0.81     |
|    grasp_failure_rate   | 0.859    |
|    insert_depth_mean    | 0        |
|    insert_tilt_deg_mean | 11.4     |
|    success_rate         | 0        |
| rollout/                |          |
|    ep_len_mean          | 45.8     |
|    ep_rew_mean          | -8.09    |
| time/                   |          |
|    fps                  | 489      |
|    iterations           | 147      |
|    time_elapsed         | 1230     |
|    total_timesteps      | 602112   |
--------------------------------------
----------------------------------------
| manipularl/             |            |
|    airspace_height_frac | 0.606      |
|    collision_rate       | 0.79       |
|    grasp_failure_rate   | 0.865      |
|    insert_depth_mean    | 0          |
|    insert_tilt_deg_mean | 10.3       |
|    success_rate         | 0          |
| rollout/                |            |
|    ep_len_mean          | 45.2       |
|    ep_rew_mean          | -7.32      |
| time/                   |            |
|    fps                  | 489        |
|    iterations           | 148        |
|    time_elapsed         | 1238       |
|    total_timesteps      | 606208     |
| train/                  |            |
|    approx_kl            | 0.21102867 |
|    clip_fraction        | 0.484      |
|    clip_range           | 0.2        |
|    entropy_loss         | -18        |
|    explained_variance   | 0.154      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.985      |
|    n_updates            | 14810      |
|    policy_gradient_loss | -0.0756    |
|    std                  | 4.55       |
|    value_loss           | 4.62       |
----------------------------------------
----------------------------------------
| manipularl/             |            |
|    airspace_height_frac | 0.61       |
|    collision_rate       | 0.89       |
|    grasp_failure_rate   | 0.797      |
|    insert_depth_mean    | 0          |
|    insert_tilt_deg_mean | 11.5       |
|    success_rate         | 0          |
| rollout/                |            |
|    ep_len_mean          | 36.5       |
|    ep_rew_mean          | -7.85      |
| time/                   |            |
|    fps                  | 489        |
|    iterations           | 149        |
|    time_elapsed         | 1246       |
|    total_timesteps      | 610304     |
| train/                  |            |
|    approx_kl            | 0.23558211 |
|    clip_fraction        | 0.516      |
|    clip_range           | 0.2        |
|    entropy_loss         | -18        |
|    explained_variance   | 0.511      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.682      |
|    n_updates            | 14820      |
|    policy_gradient_loss | -0.0773    |
|    std                  | 4.56       |
|    value_loss           | 3.54       |
----------------------------------------
----------------------------------------
| manipularl/             |            |
|    airspace_height_frac | 0.614      |
|    collision_rate       | 0.81       |
|    grasp_failure_rate   | 0.78       |
|    insert_depth_mean    | 0          |
|    insert_tilt_deg_mean | 11.6       |
|    success_rate         | 0          |
| rollout/                |            |
|    ep_len_mean          | 44.7       |
|    ep_rew_mean          | -9.16      |
| time/                   |            |
|    fps                  | 489        |
|    iterations           | 150        |
|    time_elapsed         | 1254       |
|    total_timesteps      | 614400     |
| train/                  |            |
|    approx_kl            | 0.24205115 |
|    clip_fraction        | 0.503      |
|    clip_range           | 0.2        |
|    entropy_loss         | -18        |
|    explained_variance   | 0.0881     |
|    learning_rate        | 0.0003     |
|    loss                 | 0.952      |
|    n_updates            | 14830      |
|    policy_gradient_loss | -0.0847    |
|    std                  | 4.58       |
|    value_loss           | 4.37       |
----------------------------------------
----------------------------------------
| manipularl/             |            |
|    airspace_height_frac | 0.618      |
|    collision_rate       | 0.78       |
|    grasp_failure_rate   | 0.826      |
|    insert_depth_mean    | 0          |
|    insert_tilt_deg_mean | 12.5       |
|    success_rate         | 0          |
| rollout/                |            |
|    ep_len_mean          | 50.6       |
|    ep_rew_mean          | -8.79      |
| time/                   |            |
|    fps                  | 490        |
|    iterations           | 151        |
|    time_elapsed         | 1261       |
|    total_timesteps      | 618496     |
| train/                  |            |
|    approx_kl            | 0.12486548 |
|    clip_fraction        | 0.381      |
|    clip_range           | 0.2        |
|    entropy_loss         | -18        |
|    explained_variance   | 0.442      |
|    learning_rate        | 0.0003     |
|    loss                 | 1.07       |
|    n_updates            | 14840      |
|    policy_gradient_loss | -0.0733    |
|    std                  | 4.58       |
|    value_loss           | 5.33       |
----------------------------------------
----------------------------------------
| manipularl/             |            |
|    airspace_height_frac | 0.623      |
|    collision_rate       | 0.82       |
|    grasp_failure_rate   | 0.85       |
|    insert_depth_mean    | 0          |
|    insert_tilt_deg_mean | 13.8       |
|    success_rate         | 0          |
| rollout/                |            |
|    ep_len_mean          | 49.6       |
|    ep_rew_mean          | -9.78      |
| time/                   |            |
|    fps                  | 490        |
|    iterations           | 152        |
|    time_elapsed         | 1269       |
|    total_timesteps      | 622592     |
| train/                  |            |
|    approx_kl            | 0.19629939 |
|    clip_fraction        | 0.464      |
|    clip_range           | 0.2        |
|    entropy_loss         | -18        |
|    explained_variance   | 0.318      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.732      |
|    n_updates            | 14850      |
|    policy_gradient_loss | -0.0771    |
|    std                  | 4.59       |
|    value_loss           | 3.67       |
----------------------------------------
--------------------------------------
| manipularl/             |          |
|    airspace_height_frac | 0.627    |
|    collision_rate       | 0.82     |
|    grasp_failure_rate   | 0.796    |
|    insert_depth_mean    | 0        |
|    insert_tilt_deg_mean | 13.3     |
|    success_rate         | 0        |
| rollout/                |          |
|    ep_len_mean          | 47.5     |
|    ep_rew_mean          | -9.88    |
| time/                   |          |
|    fps                  | 490      |
|    iterations           | 153      |
|    time_elapsed         | 1277     |
|    total_timesteps      | 626688   |
| train/                  |          |
|    approx_kl            | 0.126674 |
|    clip_fraction        | 0.413    |
|    clip_range           | 0.2      |
|    entropy_loss         | -18      |
|    explained_variance   | 0.242    |
|    learning_rate        | 0.0003   |
|    loss                 | 1.44     |
|    n_updates            | 14860    |
|    policy_gradient_loss | -0.0717  |
|    std                  | 4.61     |
|    value_loss           | 6.51     |
--------------------------------------
----------------------------------------
| manipularl/             |            |
|    airspace_height_frac | 0.631      |
|    collision_rate       | 0.84       |
|    grasp_failure_rate   | 0.747      |
|    insert_depth_mean    | 0          |
|    insert_tilt_deg_mean | 12.7       |
|    success_rate         | 0          |
| rollout/                |            |
|    ep_len_mean          | 41.7       |
|    ep_rew_mean          | -9.47      |
| time/                   |            |
|    fps                  | 490        |
|    iterations           | 154        |
|    time_elapsed         | 1284       |
|    total_timesteps      | 630784     |
| train/                  |            |
|    approx_kl            | 0.20844778 |
|    clip_fraction        | 0.467      |
|    clip_range           | 0.2        |
|    entropy_loss         | -18.1      |
|    explained_variance   | 0.273      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.879      |
|    n_updates            | 14870      |
|    policy_gradient_loss | -0.0775    |
|    std                  | 4.62       |
|    value_loss           | 4.88       |
----------------------------------------
----------------------------------------
| manipularl/             |            |
|    airspace_height_frac | 0.635      |
|    collision_rate       | 0.82       |
|    grasp_failure_rate   | 0.809      |
|    insert_depth_mean    | 0          |
|    insert_tilt_deg_mean | 12.5       |
|    success_rate         | 0          |
| rollout/                |            |
|    ep_len_mean          | 42         |
|    ep_rew_mean          | -7.45      |
| time/                   |            |
|    fps                  | 490        |
|    iterations           | 155        |
|    time_elapsed         | 1293       |
|    total_timesteps      | 634880     |
| train/                  |            |
|    approx_kl            | 0.13814864 |
|    clip_fraction        | 0.426      |
|    clip_range           | 0.2        |
|    entropy_loss         | -18.1      |
|    explained_variance   | 0.487      |
|    learning_rate        | 0.0003     |
|    loss                 | 1.8        |
|    n_updates            | 14880      |
|    policy_gradient_loss | -0.0706    |
|    std                  | 4.64       |
|    value_loss           | 7.42       |
----------------------------------------
----------------------------------------
| manipularl/             |            |
|    airspace_height_frac | 0.639      |
|    collision_rate       | 0.78       |
|    grasp_failure_rate   | 0.829      |
|    insert_depth_mean    | 0          |
|    insert_tilt_deg_mean | 12.5       |
|    success_rate         | 0          |
| rollout/                |            |
|    ep_len_mean          | 51.8       |
|    ep_rew_mean          | -10.5      |
| time/                   |            |
|    fps                  | 490        |
|    iterations           | 156        |
|    time_elapsed         | 1301       |
|    total_timesteps      | 638976     |
| train/                  |            |
|    approx_kl            | 0.20139214 |
|    clip_fraction        | 0.467      |
|    clip_range           | 0.2        |
|    entropy_loss         | -18.1      |
|    explained_variance   | 0.222      |
|    learning_rate        | 0.0003     |
|    loss                 | 1.12       |
|    n_updates            | 14890      |
|    policy_gradient_loss | -0.0805    |
|    std                  | 4.65       |
|    value_loss           | 4.9        |
----------------------------------------
----------------------------------------
| manipularl/             |            |
|    airspace_height_frac | 0.643      |
|    collision_rate       | 0.76       |
|    grasp_failure_rate   | 0.846      |
|    insert_depth_mean    | 0          |
|    insert_tilt_deg_mean | 10.9       |
|    success_rate         | 0          |
| rollout/                |            |
|    ep_len_mean          | 58.1       |
|    ep_rew_mean          | -11.1      |
| time/                   |            |
|    fps                  | 491        |
|    iterations           | 157        |
|    time_elapsed         | 1308       |
|    total_timesteps      | 643072     |
| train/                  |            |
|    approx_kl            | 0.15881851 |
|    clip_fraction        | 0.434      |
|    clip_range           | 0.2        |
|    entropy_loss         | -18.1      |
|    explained_variance   | 0.489      |
|    learning_rate        | 0.0003     |
|    loss                 | 1.35       |
|    n_updates            | 14900      |
|    policy_gradient_loss | -0.0724    |
|    std                  | 4.66       |
|    value_loss           | 5.81       |
----------------------------------------
---------------------------------------
| manipularl/             |           |
|    airspace_height_frac | 0.647     |
|    collision_rate       | 0.79      |
|    grasp_failure_rate   | 0.808     |
|    insert_depth_mean    | 0         |
|    insert_tilt_deg_mean | 11.2      |
|    success_rate         | 0         |
| rollout/                |           |
|    ep_len_mean          | 45        |
|    ep_rew_mean          | -8.97     |
| time/                   |           |
|    fps                  | 491       |
|    iterations           | 158       |
|    time_elapsed         | 1316      |
|    total_timesteps      | 647168    |
| train/                  |           |
|    approx_kl            | 0.1864675 |
|    clip_fraction        | 0.47      |
|    clip_range           | 0.2       |
|    entropy_loss         | -18.1     |
|    explained_variance   | 0.402     |
|    learning_rate        | 0.0003    |
|    loss                 | 0.705     |
|    n_updates            | 14910     |
|    policy_gradient_loss | -0.0777   |
|    std                  | 4.68      |
|    value_loss           | 3.71      |
---------------------------------------
----------------------------------------
| manipularl/             |            |
|    airspace_height_frac | 0.651      |
|    collision_rate       | 0.8        |
|    grasp_failure_rate   | 0.8        |
|    insert_depth_mean    | 0          |
|    insert_tilt_deg_mean | 13.4       |
|    success_rate         | 0          |
| rollout/                |            |
|    ep_len_mean          | 47.1       |
|    ep_rew_mean          | -8.65      |
| time/                   |            |
|    fps                  | 491        |
|    iterations           | 159        |
|    time_elapsed         | 1324       |
|    total_timesteps      | 651264     |
| train/                  |            |
|    approx_kl            | 0.20072365 |
|    clip_fraction        | 0.486      |
|    clip_range           | 0.2        |
|    entropy_loss         | -18.1      |
|    explained_variance   | 0.295      |
|    learning_rate        | 0.0003     |
|    loss                 | 1.08       |
|    n_updates            | 14920      |
|    policy_gradient_loss | -0.0783    |
|    std                  | 4.68       |
|    value_loss           | 4.85       |
----------------------------------------
----------------------------------------
| manipularl/             |            |
|    airspace_height_frac | 0.655      |
|    collision_rate       | 0.76       |
|    grasp_failure_rate   | 0.817      |
|    insert_depth_mean    | 0          |
|    insert_tilt_deg_mean | 11.6       |
|    success_rate         | 0          |
| rollout/                |            |
|    ep_len_mean          | 50.3       |
|    ep_rew_mean          | -9.2       |
| time/                   |            |
|    fps                  | 492        |
|    iterations           | 160        |
|    time_elapsed         | 1332       |
|    total_timesteps      | 655360     |
| train/                  |            |
|    approx_kl            | 0.18606173 |
|    clip_fraction        | 0.449      |
|    clip_range           | 0.2        |
|    entropy_loss         | -18.1      |
|    explained_variance   | 0.354      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.962      |
|    n_updates            | 14930      |
|    policy_gradient_loss | -0.0753    |
|    std                  | 4.69       |
|    value_loss           | 4.45       |
----------------------------------------
----------------------------------------
| manipularl/             |            |
|    airspace_height_frac | 0.659      |
|    collision_rate       | 0.82       |
|    grasp_failure_rate   | 0.807      |
|    insert_depth_mean    | 0          |
|    insert_tilt_deg_mean | 10.2       |
|    success_rate         | 0          |
| rollout/                |            |
|    ep_len_mean          | 44.8       |
|    ep_rew_mean          | -8.73      |
| time/                   |            |
|    fps                  | 492        |
|    iterations           | 161        |
|    time_elapsed         | 1339       |
|    total_timesteps      | 659456     |
| train/                  |            |
|    approx_kl            | 0.14333606 |
|    clip_fraction        | 0.435      |
|    clip_range           | 0.2        |
|    entropy_loss         | -18.1      |
|    explained_variance   | 0.485      |
|    learning_rate        | 0.0003     |
|    loss                 | 1.18       |
|    n_updates            | 14940      |
|    policy_gradient_loss | -0.0747    |
|    std                  | 4.7        |
|    value_loss           | 5.39       |
----------------------------------------
----------------------------------------
| manipularl/             |            |
|    airspace_height_frac | 0.664      |
|    collision_rate       | 0.78       |
|    grasp_failure_rate   | 0.814      |
|    insert_depth_mean    | 0          |
|    insert_tilt_deg_mean | 12.5       |
|    success_rate         | 0          |
| rollout/                |            |
|    ep_len_mean          | 51.1       |
|    ep_rew_mean          | -9.48      |
| time/                   |            |
|    fps                  | 491        |
|    iterations           | 162        |
|    time_elapsed         | 1349       |
|    total_timesteps      | 663552     |
| train/                  |            |
|    approx_kl            | 0.16761678 |
|    clip_fraction        | 0.446      |
|    clip_range           | 0.2        |
|    entropy_loss         | -18.1      |
|    explained_variance   | 0.515      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.952      |
|    n_updates            | 14950      |
|    policy_gradient_loss | -0.0764    |
|    std                  | 4.71       |
|    value_loss           | 4.82       |
----------------------------------------
----------------------------------------
| manipularl/             |            |
|    airspace_height_frac | 0.668      |
|    collision_rate       | 0.78       |
|    grasp_failure_rate   | 0.833      |
|    insert_depth_mean    | 0          |
|    insert_tilt_deg_mean | 15.8       |
|    success_rate         | 0          |
| rollout/                |            |
|    ep_len_mean          | 50.3       |
|    ep_rew_mean          | -9.17      |
| time/                   |            |
|    fps                  | 491        |
|    iterations           | 163        |
|    time_elapsed         | 1357       |
|    total_timesteps      | 667648     |
| train/                  |            |
|    approx_kl            | 0.15579918 |
|    clip_fraction        | 0.444      |
|    clip_range           | 0.2        |
|    entropy_loss         | -18.1      |
|    explained_variance   | 0.407      |
|    learning_rate        | 0.0003     |
|    loss                 | 1.49       |
|    n_updates            | 14960      |
|    policy_gradient_loss | -0.0709    |
|    std                  | 4.72       |
|    value_loss           | 6.01       |
----------------------------------------
---------------------------------------
| manipularl/             |           |
|    airspace_height_frac | 0.672     |
|    collision_rate       | 0.74      |
|    grasp_failure_rate   | 0.874     |
|    insert_depth_mean    | 0         |
|    insert_tilt_deg_mean | 14        |
|    success_rate         | 0         |
| rollout/                |           |
|    ep_len_mean          | 60        |
|    ep_rew_mean          | -9.62     |
| time/                   |           |
|    fps                  | 491       |
|    iterations           | 164       |
|    time_elapsed         | 1366      |
|    total_timesteps      | 671744    |
| train/                  |           |
|    approx_kl            | 0.2076536 |
|    clip_fraction        | 0.459     |
|    clip_range           | 0.2       |
|    entropy_loss         | -18.1     |
|    explained_variance   | 0.64      |
|    learning_rate        | 0.0003    |
|    loss                 | 0.64      |
|    n_updates            | 14970     |
|    policy_gradient_loss | -0.0786   |
|    std                  | 4.73      |
|    value_loss           | 3.46      |
---------------------------------------
----------------------------------------
| manipularl/             |            |
|    airspace_height_frac | 0.676      |
|    collision_rate       | 0.82       |
|    grasp_failure_rate   | 0.849      |
|    insert_depth_mean    | 0.000618   |
|    insert_tilt_deg_mean | 12.2       |
|    success_rate         | 0.01       |
| rollout/                |            |
|    ep_len_mean          | 39.2       |
|    ep_rew_mean          | -7.98      |
| time/                   |            |
|    fps                  | 491        |
|    iterations           | 165        |
|    time_elapsed         | 1376       |
|    total_timesteps      | 675840     |
| train/                  |            |
|    approx_kl            | 0.22095627 |
|    clip_fraction        | 0.496      |
|    clip_range           | 0.2        |
|    entropy_loss         | -18.1      |
|    explained_variance   | 0.574      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.745      |
|    n_updates            | 14980      |
|    policy_gradient_loss | -0.079     |
|    std                  | 4.73       |
|    value_loss           | 3.83       |
----------------------------------------
----------------------------------------
| manipularl/             |            |
|    airspace_height_frac | 0.68       |
|    collision_rate       | 0.83       |
|    grasp_failure_rate   | 0.803      |
|    insert_depth_mean    | 0          |
|    insert_tilt_deg_mean | 12.1       |
|    success_rate         | 0          |
| rollout/                |            |
|    ep_len_mean          | 38.6       |
|    ep_rew_mean          | -7.27      |
| time/                   |            |
|    fps                  | 490        |
|    iterations           | 166        |
|    time_elapsed         | 1385       |
|    total_timesteps      | 679936     |
| train/                  |            |
|    approx_kl            | 0.10633867 |
|    clip_fraction        | 0.408      |
|    clip_range           | 0.2        |
|    entropy_loss         | -18.1      |
|    explained_variance   | 0.218      |
|    learning_rate        | 0.0003     |
|    loss                 | 2.61       |
|    n_updates            | 14990      |
|    policy_gradient_loss | -0.0496    |
|    std                  | 4.74       |
|    value_loss           | 9.98       |
----------------------------------------
----------------------------------------
| manipularl/             |            |
|    airspace_height_frac | 0.684      |
|    collision_rate       | 0.85       |
|    grasp_failure_rate   | 0.826      |
|    insert_depth_mean    | 0          |
|    insert_tilt_deg_mean | 13.6       |
|    success_rate         | 0          |
| rollout/                |            |
|    ep_len_mean          | 41.2       |
|    ep_rew_mean          | -7.56      |
| time/                   |            |
|    fps                  | 490        |
|    iterations           | 167        |
|    time_elapsed         | 1394       |
|    total_timesteps      | 684032     |
| train/                  |            |
|    approx_kl            | 0.23121436 |
|    clip_fraction        | 0.494      |
|    clip_range           | 0.2        |
|    entropy_loss         | -18.1      |
|    explained_variance   | 0.202      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.9        |
|    n_updates            | 15000      |
|    policy_gradient_loss | -0.0787    |
|    std                  | 4.75       |
|    value_loss           | 4.31       |
----------------------------------------
----------------------------------------
| manipularl/             |            |
|    airspace_height_frac | 0.688      |
|    collision_rate       | 0.76       |
|    grasp_failure_rate   | 0.883      |
|    insert_depth_mean    | 0          |
|    insert_tilt_deg_mean | 13.3       |
|    success_rate         | 0          |
| rollout/                |            |
|    ep_len_mean          | 51         |
|    ep_rew_mean          | -8.39      |
| time/                   |            |
|    fps                  | 490        |
|    iterations           | 168        |
|    time_elapsed         | 1402       |
|    total_timesteps      | 688128     |
| train/                  |            |
|    approx_kl            | 0.22053078 |
|    clip_fraction        | 0.5        |
|    clip_range           | 0.2        |
|    entropy_loss         | -18.1      |
|    explained_variance   | 0.264      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.504      |
|    n_updates            | 15010      |
|    policy_gradient_loss | -0.0796    |
|    std                  | 4.76       |
|    value_loss           | 3.2        |
----------------------------------------
----------------------------------------
| manipularl/             |            |
|    airspace_height_frac | 0.692      |
|    collision_rate       | 0.71       |
|    grasp_failure_rate   | 0.863      |
|    insert_depth_mean    | 0.0006     |
|    insert_tilt_deg_mean | 11         |
|    success_rate         | 0.01       |
| rollout/                |            |
|    ep_len_mean          | 56.3       |
|    ep_rew_mean          | -9.26      |
| time/                   |            |
|    fps                  | 490        |
|    iterations           | 169        |
|    time_elapsed         | 1411       |
|    total_timesteps      | 692224     |
| train/                  |            |
|    approx_kl            | 0.23369074 |
|    clip_fraction        | 0.503      |
|    clip_range           | 0.2        |
|    entropy_loss         | -18.1      |
|    explained_variance   | 0.3        |
|    learning_rate        | 0.0003     |
|    loss                 | 0.682      |
|    n_updates            | 15020      |
|    policy_gradient_loss | -0.0861    |
|    std                  | 4.78       |
|    value_loss           | 3.7        |
----------------------------------------
----------------------------------------
| manipularl/             |            |
|    airspace_height_frac | 0.696      |
|    collision_rate       | 0.91       |
|    grasp_failure_rate   | 0.772      |
|    insert_depth_mean    | 0          |
|    insert_tilt_deg_mean | 11.4       |
|    success_rate         | 0          |
| rollout/                |            |
|    ep_len_mean          | 32.6       |
|    ep_rew_mean          | -7.63      |
| time/                   |            |
|    fps                  | 490        |
|    iterations           | 170        |
|    time_elapsed         | 1421       |
|    total_timesteps      | 696320     |
| train/                  |            |
|    approx_kl            | 0.19396508 |
|    clip_fraction        | 0.465      |
|    clip_range           | 0.2        |
|    entropy_loss         | -18.1      |
|    explained_variance   | 0.646      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.88       |
|    n_updates            | 15030      |
|    policy_gradient_loss | -0.0701    |
|    std                  | 4.8        |
|    value_loss           | 4.58       |
----------------------------------------
---------------------------------------
| manipularl/             |           |
|    airspace_height_frac | 0.7       |
|    collision_rate       | 0.8       |
|    grasp_failure_rate   | 0.796     |
|    insert_depth_mean    | 0         |
|    insert_tilt_deg_mean | 13.2      |
|    success_rate         | 0         |
| rollout/                |           |
|    ep_len_mean          | 43.5      |
|    ep_rew_mean          | -7.62     |
| time/                   |           |
|    fps                  | 489       |
|    iterations           | 171       |
|    time_elapsed         | 1429      |
|    total_timesteps      | 700416    |
| train/                  |           |
|    approx_kl            | 0.1472395 |
|    clip_fraction        | 0.458     |
|    clip_range           | 0.2       |
|    entropy_loss         | -18.1     |
|    explained_variance   | 0.443     |
|    learning_rate        | 0.0003    |
|    loss                 | 1.75      |
|    n_updates            | 15040     |
|    policy_gradient_loss | -0.0817   |
|    std                  | 4.81      |
|    value_loss           | 6.96      |
---------------------------------------
----------------------------------------
| manipularl/             |            |
|    airspace_height_frac | 0.705      |
|    collision_rate       | 0.78       |
|    grasp_failure_rate   | 0.822      |
|    insert_depth_mean    | 0          |
|    insert_tilt_deg_mean | 11.4       |
|    success_rate         | 0          |
| rollout/                |            |
|    ep_len_mean          | 49.6       |
|    ep_rew_mean          | -9.27      |
| time/                   |            |
|    fps                  | 489        |
|    iterations           | 172        |
|    time_elapsed         | 1438       |
|    total_timesteps      | 704512     |
| train/                  |            |
|    approx_kl            | 0.20861125 |
|    clip_fraction        | 0.475      |
|    clip_range           | 0.2        |
|    entropy_loss         | -18.1      |
|    explained_variance   | 0.406      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.548      |
|    n_updates            | 15050      |
|    policy_gradient_loss | -0.082     |
|    std                  | 4.82       |
|    value_loss           | 2.99       |
----------------------------------------
----------------------------------------
| manipularl/             |            |
|    airspace_height_frac | 0.709      |
|    collision_rate       | 0.83       |
|    grasp_failure_rate   | 0.796      |
|    insert_depth_mean    | 0          |
|    insert_tilt_deg_mean | 10.6       |
|    success_rate         | 0          |
| rollout/                |            |
|    ep_len_mean          | 45.2       |
|    ep_rew_mean          | -9.01      |
| time/                   |            |
|    fps                  | 489        |
|    iterations           | 173        |
|    time_elapsed         | 1446       |
|    total_timesteps      | 708608     |
| train/                  |            |
|    approx_kl            | 0.12378965 |
|    clip_fraction        | 0.403      |
|    clip_range           | 0.2        |
|    entropy_loss         | -18.1      |
|    explained_variance   | 0.297      |
|    learning_rate        | 0.0003     |
|    loss                 | 1.36       |
|    n_updates            | 15060      |
|    policy_gradient_loss | -0.0655    |
|    std                  | 4.83       |
|    value_loss           | 6.38       |
----------------------------------------
----------------------------------------
| manipularl/             |            |
|    airspace_height_frac | 0.713      |
|    collision_rate       | 0.76       |
|    grasp_failure_rate   | 0.795      |
|    insert_depth_mean    | 0          |
|    insert_tilt_deg_mean | 11.3       |
|    success_rate         | 0          |
| rollout/                |            |
|    ep_len_mean          | 51.2       |
|    ep_rew_mean          | -9.41      |
| time/                   |            |
|    fps                  | 489        |
|    iterations           | 174        |
|    time_elapsed         | 1455       |
|    total_timesteps      | 712704     |
| train/                  |            |
|    approx_kl            | 0.16503549 |
|    clip_fraction        | 0.453      |
|    clip_range           | 0.2        |
|    entropy_loss         | -18.1      |
|    explained_variance   | 0.502      |
|    learning_rate        | 0.0003     |
|    loss                 | 1.34       |
|    n_updates            | 15070      |
|    policy_gradient_loss | -0.0797    |
|    std                  | 4.84       |
|    value_loss           | 5.66       |
----------------------------------------
----------------------------------------
| manipularl/             |            |
|    airspace_height_frac | 0.717      |
|    collision_rate       | 0.82       |
|    grasp_failure_rate   | 0.851      |
|    insert_depth_mean    | 0          |
|    insert_tilt_deg_mean | 11.3       |
|    success_rate         | 0          |
| rollout/                |            |
|    ep_len_mean          | 44.2       |
|    ep_rew_mean          | -8.67      |
| time/                   |            |
|    fps                  | 489        |
|    iterations           | 175        |
|    time_elapsed         | 1464       |
|    total_timesteps      | 716800     |
| train/                  |            |
|    approx_kl            | 0.17469071 |
|    clip_fraction        | 0.457      |
|    clip_range           | 0.2        |
